외동입실점,경상북도 경주시 외동읍 입실로 72,054-777-5002,11:00~21:30
용인고림점,경기 용인시 처인구 고림동 736-26 ,031-333-3343,11:00 ~ 22:00
용인구성점,경기도 용인시 기흥구 구성로 110,031-281-4114,10:30~22:00
용인남사점,"경기도 용인시 처인구 남사면 완장리 954,1층 맘스터치",031-336-7090,10:30~22:00
용인단대점,"경기도 용인시 수지구 죽전동  1323-4번지 (죽전로144번길 7-10, 1층(죽전동))",031-898-2002,10:00~22:00
용인동백점,경기도 용인시 기흥구 동백중앙로 265,031-287-1900,11:00~22:00
용인둔전점,경기도 용인시 처인구 포곡읍 포곡로 99,031-333-9991,10:00~22:00
용인민속촌점,경기 용인시 기흥구 사은로 86 (보라동) 1층,031-282-9272,11:00~22:00
용인백암점,경기 용인시 처인구 백암면 백암로185번길 5 (백암리) 1층,031-321-6883,10:00~23:30
용인보정점,"경기도 용인시 기흥구 죽전로 50,(103,104호)",031-261-0566,10:30~22:30
용인상갈점,경기도 용인시 기흥구 상갈동  473,031-284-9284,11:00~22:00
용인상현역점,"경기도 용인시 수지구 광교중앙로 319, 1층 106~107호",031-214-2202,11:00~21:30
용인신봉점,"경기도 용인시 수지구 신봉동  965, 101동 101호",031-272-8245,10:30~21:30
용인양지점,경기도 용인시 처인구 양지면 양지리 569-2,031-333-7970,10:30~22:00
용인역북점,경기 용인시 처인구 명지로16번길 9-23 (역북동) ,031-333-0220,10:30~23:00
용인천리점,경기 용인시 처인구 이동읍 천리 237-26 1층,031-338-6777,10:00 ~ 22:00
용인흥덕점,"경기도 용인시 기흥구 흥덕중앙로 41, 105,106호",031-216-4982,10:30~21:30
용호점,부산광역시 남구 용호로 158 (용호동395-12),051-612-5757,11:00~21:00
우송대점,"대전광역시 동구 동대전로 165,2층",042-639-0008,10:00~21:30
우장산역점,"서울특별시 강서구 내발산동  719-5, 2층 2호",02-2664-1212,10:00~21:30
운정2호점,경기도 파주시 미래로602번길 35,031-943-8008,10:30~22:00
운정산내마을점,"경기도 파주시 청암로17번길 53,108.109호",031-935-5011,10:00~21:30
울산강동산하점,울산광역시 북구 산하동  232,052-293-7898,11:00~21:30
울산공업탑점,"울산 남구 삼산로 26 (신정동, 공업탑 하트랜드) ",052-266-2334,10:30~22:30
울산과학대점,"울산광역시 남구 대학로37번길 12,1층",052-249-4292,10:00~21:00
울산남외점,"울산광역시 중구 남외3길 7, 107호",052-296-9242,11:00~22:30
울산다운점,울산광역시 중구 다운로 113,052-222-9400,11:00~22:00
울산달동점,울산광역시 남구 삼산동  1479-5 더블유센터 102호,052-265-8242,11:00~22:30
울산대송점,울산광역시 동구 학문로 71,052-234-2002,11:00~21:30
울산대왕암점,"울산광역시 동구 등대로 99, 대왕암상가 A동 1층 2호 (일산동)",052-234-3250,10:00~22:30
울산대점,울산광역시 남구 무거동  850-4,052-224-9282,10:00~23:30
울산동구현대점,울산광역시 동구 방어진순환도로 899 현대백화점 B1층,052-250-4955,10:30~19:40
울산명촌점,울산광역시 북구 명촌10길 27,052-287-8592,11:00~20:50
울산모다아울렛점,울산광역시 북구 진장유통로 78-6 4층 모다아울렛,052-935-3073,11:00~22:00
울산문현점,울산광역시 동구 문현2길 5,052-232-1620,11:00~22:00
울산박상진로점,울산광역시 북구 송정동  334-1 1층,052-700-5050,11:00~22:00
울산복산점,"울산광역시 중구 화합로 479, 1층",052-285-2020,11:00~21:30
울산삼호초등학교점,울산광역시 남구 굴화4길 27 (무거동 296-1),052-222-1131,10:00~22:30
울산서부점,울산광역시 동구 서부동 257-44,052-251-5587,11:00~22:00
울산성남점,울산광역시 중구 성남동 256-24,052-248-3388,11:00~23:00
울산성안점,"울산광역시 중구 성안로 184, 1층",052-246-4243,11:00~20:30
울산송정점,"울산광역시 북구 화산중앙로 94-5, 1층 117호",052-285-4226,10:00~23:00
울산신선도원점,울산광역시 북구 진장17길 10 2층 신선도원몰,052-916-0254,11:00~21:00
울산신정푸르지오점,울산광역시 남구 중앙로 290,052-258-8007,10:50~21:00
울산약사점,"울산광역시 중구 곽남7길 3, 1층",052-294-0998,10:30~22:00
울산웅촌점,울산광역시 울주군 웅촌면 곡천동문길 10,052-249-4515,10:00~22:00
울산월드메르디앙점,"울산광역시 남구 신정로 75, 삼정글린코아 112호",052-227-1252,10:00~22:00
울산유곡점,울산광역시 중구 평동1길 42,052-248-0815,10:30~21:30
울산유니스트대학점,울산광역시 울주군 언양읍 유니스트길 50,,11:10~22:30
울산일산점,울산광역시 동구 일산동  579-31,052-233-9666,10:00~22:00
울산장현점,"울산광역시 중구 종가로 735, 1층",052-295-3339,10:30~22:00
울산전하점,"울산광역시 동구 전하로 33, 104동 105호",052-234-9284,10:30~22:30
울산진하점,울산광역시 울주군 서생면 진하해변길 72,052-239-2885,10:00~23:00
울산천곡점,"울산광역시 북구 상안동 367-10 (아진로 80, 가동 (상안동))",052-297-9992,11:00~21:00
울산청량점,울산광역시 울주군 청량면 상남리 809-9,052-267-9991,11:00~21:00
울산혁신도시점,"울산광역시 중구 종가4길 19, 1층 106호",052-246-9244,10:30~22:00
울산호계CGV점,"울산광역시 북구 신천동  51, 2층",052-286-0700,10:30~22:00
울산화봉동점,"울산광역시 북구 두부곡4길 24, 1층",052-288-0020,11:00~23:00
울주언양점,"울산광역시 울주군 언양읍 헌양길 157, 1층",052-254-9987,11:00~22:30
울주자수정점,"울산광역시 울주군 삼남면 자수정로 23, 1층",052-263-0077,10:30~22:00
울진죽변점,경상북도 울진군 죽변면  죽변북로 47-6번지,054-783-9688,11:00~21:00
울진후포점,경상북도 울진군 후포면 후포삼율로 98,054-787-6288,11:00~21:00
원광대점,전라북도 익산시 신동 763-13번지 2층,063-852-0125,10:00~22:30
원주기업도시점,"강원도 원주시 지정면 가곡리 1495-1, 118-119호",033-743-9996,10:30~22:00
원주단구점,강원도 원주시 단구동 1654-2 (단구로 391) 033-765-8981,033-765-8980,11:00~23:00
원주롯데시네마점,강원도 원주시 서원대로 406 리더스타워 2층,033-765-5010,11:00~22:00
원주무실점,강원도 원주시 능라동길 63,033-732-5592,11:00~22:00
원주우산점,강원도 원주시 상지대길 56,033-732-9888,10:00~23:00
원주중앙점,강원도 원주시 원일로115번길 10 (일산동),033-748-7786,11:00~21:30
원주혁신도시점,강원도 원주시 혁신로 55 골든스퀘어1차203호,033-746-7667,11:30~21:00
원주흥업점,강원도 원주시 남원로 85,033-762-8200,09:30~22:30
원지점,경상남도 산청군 신안면 하정리 630-23,055-974-3357,11:00~21:00
월계역점,"서울특별시 노원구 월계동  635-6,107호",02-900-7111,10:00 ~ 21:30
월성본동점,대구광역시 달서구 학산로7길 82,053-555-3517,11:00~20:00
월피부곡점,경기도 안산시 상록구 부곡동 538-3번지 1층 105호,031-406-4122,12:00~22:30
웨스턴돔점,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔2, 1층",031-903-4467,11:00~22:00
위례중앙점,"서울특별시 송파구 위례광장로  270 125호,1층",02-400-5833,10:30~22:00
위례창곡점,"경기도 성남시 수정구 창곡동  513, 203호",031-755-1471,10:30~22:30
율하관동점,경상남도 김해시 율하3로91번길 14-17,055-325-6692,10:50~22:00
율하광장점,대구광역시 동구 율하동  1438번지 106호,053-963-7005,10:30~22:30
율하중앙점,"경상남도 김해시 율하동 1335-2번지 2층 (율하3로 41, 203 (율하동,네오코아))",055-323-2260,11:00~22:30
은평갈현점,서울특별시 은평구 갈현동  460-1,02-389-5566,11:00~22:30
은평구청점,서울특별시 은평구 녹번동  208,02-355-7449,10:30~21:30
은평불광1호점,서울특별시 은평구 불광로 80,02-382-7005,10:50~21:50
은평응암점,서울특별시 은평구 증산로 473,02-303-9804,11:00~22:30
음성읍내점,충북 음성군 음성읍 시장로 69 (읍내리) ,043-872-9582,10:30~22:00
음성혁신도시점,"충청북도 음성군 맹동면 대하로 273, 지음프라자 102호",043-881-6467,11:00~21:00
의왕고천점,경기 의왕시 고천동 234-6 103호,031-429-2282,10 : 30 ~ 22 : 00
의왕내손점,경기도 의왕시 내손동  416-3,031-422-8880,10:00~22:00
의왕역점,경기도 의왕시 철도박물관로 71 (삼동 193-10),031-462-3887,10:30~22:00
의왕오전점,경기 의왕시 오전로 206 (오전동) 1층,031-427-4546,10:30~22:00
의왕포일점,"경기 의왕시 포일동 660-2 103,104,105호",031-423-7946,10:30 ~ 22:00
의정부경민점,경기도 의정부시 가능동   697-5(1층),031-878-8982,11:00~23:00
의정부고산점,"경기도 의정부시 바대논길 21(고산동, 해인프라자) 111~112호",031-856-8833,09:00 - 22:00
의정부금오지구점,경기도 의정부시 청사로47번길 18,031-851-8510,11:00~23:00
의정부민락2지구점,"경기도 의정부시 오목로 225번길 141,1층",031-851-1080,10:30~22:30
의정부신곡점,"경기도 의정부시 발곡로 27,1층",031-878-3309,11:00~22:00
의정부역점,경기도 의정부시 신흥로240번길 26,031-877-8982,10:00~22:40
의정부용현점,"경기도 의정부시 용민로 64 103,104호",031-853-8253,11:00~21:40
의정부행복로점,경기도 의정부시 시민로 121번길 31,031-848-8982,11:00~22:40
이대점,서울특별시 서대문구 대현동  40-40,02-365-1799,10:30~21:30
이도점,제주특별자치도 제주시 구남로6길 36 1층,064-752-9282,11:00~21:30
이수점,"서울특별시 동작구 동작대로 27길 15, 2층",02-533-6912,10:00~21:40
이시아폴리스점,"대구광역시 동구 팔공로 250, 107호",053-984-8942,10:30~22:30
이월드점,대구광역시 달서구 두류공원로 200,053-721-7843,10:00~18:00
이천롯데마트점,"경기 이천시 구만리로 191 (안흥동, 이천 롯데캐슬 골드스카이) 1층",031-638-6600,10:00~22:00
이천마장점,경기도 이천시 마장면 오천리 59-7,031-633-2633,11:00 ~ 22:00
이천장호원점,경기 이천시 장호원읍 장호원리 40-1 2층,031-643-4030,10:30~21:30
이천점,"경기도 이천시 창전동  161-13, 2층",031-637-2172,11:00~21:30
이천증포점,경기도 이천시 이섭대천로 1376,031-632-1106,10:30~22:00
이천하이닉스점,"경기도 이천시 부발읍 아미리 671, 1층",031-635-2323,10:30~22:00
익산부송점,전라북도 익산시 부송1로 74,063-833-0110,
익산영등학원가점,전라북도 익산시 영등동   750-1,063-842-5622,10:30~21:00
인덕원역점,경기 안양시 동안구 흥안대로 521 (관양동) 2층,031-422-8280,10:30~22:00
인제서화점,강원도 인제군 서화면 서화리 1120-29,033-463-9279,11:00~20:30
인제신남점,강원도 인제군 남면 신남로58번길  21,070-4411-8657,11:00~20:00
인제원통점,"강원도 인제군 북면 원통리 711-18, 2층",033-461-1118,10:30~22:00
인천가좌점,"인천광역시 서구 장고개로337번길 16, 403동 105호",032-577-4731,11:00~22:00
인천간석만월산점,인천광역시 남동구 호구포로 917,032-441-7942,11:00~22:00
인천간석점,인천광역시 남동구 간석동   284-2,032-439-9955,10:30~23:00
인천검단금호점,인천 서구 원당동 1030-3 2층 204호,032-565-8123,11:00~22:00
인천검암점,인천광역시 서구 검암동  596-3,032-562-8488,11:00~22:00
인천관교점,인천광역시 남동구 구월동  1398,032-424-7888,11:00~22:30
인천구월로데오점,인천 남동구 성말로13번길 15 (구월동 메인프라자) 123호 208호,032-422-7923,10:00~22:00
인천길병원점,"인천광역시 남동구 구월남로 182,1층",032-466-9977,11:00~22:30
인천논현중앙점,인천 남동구 논고개로136번길 5-11 (논현동) 1층,032-434-4353,11:00~21:00
인천당하점,인천광역시 서구 당하동  1097-8,032-563-3398,11:00~22:00
인천대제3기숙사점,인천광역시 연수구 아카데미로 119,032-858-3211,11:00~22:00
인천도화점,인천광역시 남구 도화동  1006-3,032-763-7788,10:15~21:30
인천동암역점,인천광역시 부평구 동암남로 4,031-421-5542,11:00~20:50
인천루원시티점,인천 서구 가정동 616-1 1층,032-566-0721,11:00 ~ 22:00
인천만수2호점,인천광역시 남동구 만수서로83번길 26,032-462-9279,11:00~22:00
인천만수3지구점,인천광역시 남동구 만수동  1019-5,032-466-8300,11:00~22:00
인천불로점,"인천 서구 검단로 783 (불로동, 정모빌딩) 101호",032-567-8588,11:00~22:00
인천서구청점,인천광역시 서구 심곡동 247-11,032-568-1191,11:30~21:10
인천서창2지구점,인천광역시 남동구 서창동  691-1,032-473-3382,11:00~23:00
인천송림점,인천 동구 샛골로210번길 9 (송림동) 백병원 앞 황금프라자 건물 내 위치,032-763-0707,11:00 ~ 22:00
인천숭의역점,인천광역시 남구 숭의동  331-12(미추홀구 인주대로 51) 113호,032-888-4264,
인천신현점,인천광역시 서구 신현동  283-2,032-578-0001,11:30~21:30
인천연수점,인천광역시 연수구 연수동  600-6,032-818-8255,11:00~22:00
인천옥련점,인천광역시 연수구 옥련동 195-2 영인빌딩 2층,032-834-8255,11:00~22:00
인천용현동점,"인천광역시 남구 용현동  627-534,1층",032-882-5582,11:00~22:30
인천원당점,인천 서구 원당동 824-10 대산프라자 107호,032-567-1239,10:30~22:00
인천임학점,인천광역시 계양구 임학동  6-23,032-547-1233,11:00~22:00
인천작전점,인천광역시 계양구 주부토로 372,032-345-5571,11:00~22:30
인천하늘도시점,인천광역시 중구 중산동 1885-12,032-751-9669,10:00~21:45
인하대점,인천광역시 남구 용현동 182-6,032-875-5542,10:00~23:00
일곡점,광주광역시 북구 송해로 81 1층,062-576-5045,11:00~22:30
일광신도시점,부산광역시 기장군 일광면 삼성리 825-2 제일프라자 101호,051-722-8003,10:30~22:30
일도동문점,제주특별자치도 제주시 건입동  1264-15,064-702-9933,10:30~22:00
일산가좌점,경기도 고양시 일산서구 가좌3로 25,031-922-2252,10:40~21:30
일산국립암센터점,"경기도 고양시 일산동구 일산로  323,1층",031-920-0263,10:00~20:00
일산대화역점,경기도 고양시 일산서구 중앙로 1581 1층,031-923-3269,11:00~22:20
일산덕이점,"경기 고양시 일산서구 하이파크2로 40 (덕이동, 금문프라자) 201호",031-921-9941,11:00~22:00
일산동점,경기도 고양시 일산서구 일산동  2023,031-917-9282,12:00~23:00
일산마두백마점,경기도 고양시 일산동구 일산로 249,031-908-9982,11:00~22:00
일산마두역점,"경기도 고양시 일산동구 강석로 123,A동 140호",031-901-3212,10:00~21:30
일산백석점,경기도 고양시 일산동구 중앙로 1080,031-907-2141,10:50~22:00
일산탄현점,경기도 고양시 일산서구 일현로 48 101호,031-919-7877,11:00~22:30
일산하늘마을점,"경기도 고양시 일산동구 중산동  1836-2, 103호",031-975-7711,11:00~22:00
일산후곡점,경기도 고양시 일산서구 일산동  1081-1,031-922-1236,11:00~21:20
자양성자초교점,서울 광진구 자양동 636-29 ,02-453-3400,10:30~22:00
잠실1호점,서울특별시 송파구 백제고분로 187,02-424-1229,10:00~22:30
잠실새내역점,"서울특별시 송파구 올림픽로 116-1, 2층",02-424-2554,10:30~22:30
잠실야구장점,서울특별시 송파구 올림픽로 25,02-3432-8662,
장산역점,"부산 해운대구 해운대로 814 (좌동, 세종월드프라자) 1층 145호",051-702-5003,11:00~22:30
장성상무대점,"전라남도 장성군 삼서면 삼계리 1, 학성회관 2층",,
장승포점,"경상남도 거제시 능포동  674-2 리더스빌딩 2,3층",055-681-6242,10:00~22:00
장위뉴타운점,서울 성북구 돌곶이로40길 46 (장위동 꿈의숲 아이파크) 703,02-909-3917,10:00~21:30
장유롯데마트점,"경상남도 김해시 삼문로 15,1층",055-311-0519,10:00~22:00
장항점,충청남도 서천군 장항읍  신창리 150-28번지 (장항로 145번길 12),041-956-4288,10:30~21:30
재능대점,인천광역시 동구 송림동 343 동산휴먼시아 상가동 207호,032-764-5580,10:00~21:30
전곡점,경기도 연천군 전곡읍 전곡리 152번지,031-835-7750,11:00~20:40
전남고흥점,전라남도 고흥군 고흥읍 남계리 683-1,061-832-9933,10:00~21:00
전남곡성읍점,전라남도 곡성군 곡성읍 군청로 51,061-362-3377,10:30~22:00
전남과학대점,전라남도 곡성군 옥과면 옥과리 221-2,061-363-0027,11:00~22:00
전남광양읍점,전라남도 광양시 광양읍 대림오성로 136,061-761-3800,10:00~22:00
전남대점,광주 북구 용봉동 160-20 2층,062-251-0900,10:00~21:30
전남벌교점,전라남도 보성군 벌교읍 계성1길 12-1,061-858-3300,10:00~22:00
전남보성읍점,전라남도 보성군 보성읍 중앙로 57 1층,061-852-4266,10:00~21:00
전남장성점,전라남도 장성군 장성읍 영천로 177,061-394-3944,11:00~22:30
전남장흥점,전라남도 장흥군 장흥읍 부동로 18,061-864-0042,10:00~23:00
전남함평점,전남 함평군 함평읍 영수길 259 (기각리) ,061-323-1503,10:00~22:00
전북고창읍점,전라북도 고창군 고창읍 중앙로 230,063-564-0555,11:00~20:50
전북대점,전라북도 전주시 덕진구 명륜4길 4,063-252-0054,10:30~22:30
전북도청점,전북 전주시 완산구 홍산중앙로 18 (효자동3가) ,063-229-9982,09:00~02:00
전북순창점,전라북도 순창군 순창읍 장류로 362,063-653-6787,10:30~21:00
전북임실점,전라북도 임실군 임실읍 운수로 50,063-644-1313,
전주객사점,전라북도 전주시 완산구 경원동1가  56-1번지,063-288-0085,10:30~22:00
전주금암점,전라북도 전주시 덕진구 백제대로 642(금암동),063-253-5689,11:00~22:30
전주동산점,"전라북도 전주시 덕진구 동산동  704-6,1층",063-214-0652,10:00~22:00
전주만성지구점,전북 전주시 덕진구 만성동 1261-1 비전타워 2 1층,063-211-8866,11:00~22:00
전주서부시장점,전라북도 전주시 완산구 효자동1가  202-2,063-227-3132,10:30~22:00
전주서신점,전라북도 전주시 완산구 중화산동2가 744-1,063-224-2220,10:00~24:00
전주안골점,"전라북도 전주시 덕진구 인후동1가   772-5,1층",063-242-1115,10:30~22:00
전주에코시티점,전라북도 전주시 덕진구 세병로 137 에코시티자이2차 213동 106호,063-254-7899,11:00~22:00
전주인후점,전라북도 전주시 덕진구 인후동1가  846-1,063-242-4909,10:00~22:30
전주평화점,전라북도 전주시 완산구 소대배기로 17번지,063-229-3122,10:00~22:00
전주혁신도시점,전라북도 완주군 이서면 안전로 163 1층 108호,063-227-1301,10:00~22:00
전주호성점,전라북도 전주시 덕진구 호성동1가 587-39,063-243-9288,11:00~22:00
정관달산점,부산 기장군 정관읍 달산리 1222-3 1층,051-728-2255,10:30 ~ 21:30
정관모전점,"부산광역시 기장군 정관읍 모전1길 6-37,",051-728-2585,11:00~22:30
정선읍점,강원도 정선군 정선읍 봉양리 324-33,033-562-9279,11:00~22:00
정선하이원점,"강원도 정선군 고한읍 하이원길 500, 스키하우스 3층",033-591-8823,10:00~19:00
정왕점,경기도 시흥시 정왕4동 1884-7 한양코아 1층,031-497-9288,10:30~23:50
정읍점,전라북도 정읍시 시기동 189-4,063-534-9292,11:00~21:00
제물포점,인천광역시 남구 경인로 131,032-888-1313,10:30~22:00
제주관광대점,제주특별자치도 제주시 애월읍 평화로 2729,064-747-5599,11:00~20:15
제주남원점,제주특별자치도 서귀포시 남원읍 태위로 677-2,064-764-8299,11:00~21:40
제주대점,제주특별자치도 제주시 제주대학로 115(아라2동 1층),064-726-9299,11:00~17:00
제주대정점,"제주특별자치도 서귀포시 대정읍 상모로 302,1층",064-792-9299,11:00~21:00
제주성산점,"제주특별자치도 서귀포시 성산읍 일주동로 4234,1층",064-782-9995,11:30~20:50
제주시청점,"제주특별자치도 제주시 이도이동  1773-1, 2층",064-725-9282,11:00~23:00
제주아라점,"제주특별자치도 제주시 아란7길 4,1층",064-755-8299,11:30~22:00
제주애월고점,제주특별자치도 제주시 애월읍 일주서로 6365,064-799-3355,11:00~21:30
제주에듀시티점,제주특별자치도 서귀포시 대정읍 보성리 2372-3 ,064-792-0092,11:00 ~ 22:00
제주연동점,제주특별자치도 제주시 삼무로 23 (연동) 1층,064-744-7979,11:00~22:00
제주연북로점,"제주특별자치도 제주시 노형동  944-16,1층",064-745-9200,11:00~22:30
제주연삼로점,"제주특별자치도 제주시 연삼로 503,1층",064-756-9299,11:00~21:00
제주외도점,제주특별자치도 제주시 우령2길 40 (외도1동) 1층,064-711-8299,11:00~22:10
제주중앙로점,제주특별자치도 제주시 중앙로 60 중앙지하상가 127호,064-755-4882,11:00~19:00
제주터미널점,제주특별자치도 제주시 서광로 167,064-753-9922,09:30~21:00
제주표선점,제주특별자치도 서귀포시 표선면 표선중앙로 8-4,064-787-9582,11:00~20:00
제주한림점,"제주특별자치도 제주시 한림읍 명랑로 2, 1층",064-796-3699,11:00~21:50
제주함덕점,제주특별자치도 제주시 조천읍 함덕로 38,064-783-9299,11:00~21:40
제주화북남문점,"제주특별자치도 제주시 일주동로 192(화북1동, 1층)",064-702-4448,11:00~20:30
제천세명대점,"충청북도 제천시 모산동  108-2, 6번지 1층",043-644-8824,10:30~21:30
제천신백점,충청북도 제천시 신백동  183-1번지 (의병대로 245 (신백동)),043-648-9588,10:00~22:30
제천장락점,충청북도 제천시 신죽하로 53,043-642-4900,10:00~22:00
제천하소점,충청북도 제천시 용두대로15길 18-1,043-647-9688,10:30~23:30
조치원역점,"세종특별자치시 조치원읍 으뜸길 226,1층",044-862-3535,10:00~22:00
조치원죽림점,세종특별자치시 조치원읍 죽림리 114-1 럭스스퀘어 201호,044-905-0092,10:00~21:30
종각역점,서울특별시 종로구 종로2가  102-1,02-738-7771,10:30~22:30
종로대학로점,서울특별시 종로구 명륜4가  12-3,02-744-3618,10:00~23:00
주문진점,강원도 강릉시 주문진읍 교항리 74-6,033-661-4858,11:00~21:30
주안신기점,인천광역시 남구 신기길 1,032-861-0979,10:45~22:00
주엽점,"경기도 고양시 일산서구 중앙로 1456(110,111호)",031-913-3333,11:00~22:00
죽동점,대전광역시 유성구 죽동로 298번길 76,042-825-3558,11:00~21:40
죽전새터마을점,"경기도 용인시 수지구 현암로 121, 2층(208,209호)",031-898-3737,10:00~22:00
중곡역점,서울특별시 광진구 중곡동  166-34,02-462-3300,10:30~22:10
중동미리내점,경기도 부천시 원미구 중동  1144-2,032-321-1382,10:30~22:00
중동역점,경기도 부천시 원미구 중동  808,032-613-3946,11:00~22:40
중동현대점,경기도 부천시 원미구 중동  1161-2,032-321-3929,10:30~22:00
중랑역점,"서울특별시 중랑구 망우로 211,1층",02-433-2344,10:30~1:40
중문점,제주특별자치도 서귀포시 중문동  2050-5번지,064-738-8299,10:30~22:30
중산마을점,경기 고양시 일산동구 탄중로 324 (중산동) 104 105호,031-976-6320,11:00~23:00
중앙대점,서울특별시 동작구 흑석로 99,02-3280-3999,10:30~22:00
중화역점,서울특별시 중랑구 중화동  285-11,02-433-3309,10:30~22:20
지산리조트점,경기 이천시 마장면 해월리 358 J플라자 1층,000-0000-0000,10:00~22:20
지축역점,경기도 고양시 덕양구 지축1로 39 203호,02-371-0315,10:00~22:00
진도점,전라남도 진도군 진도읍 쌍정리 15-8번지 101동 201호,061-544-4292,11:00~21:30
진동점,경상남도 창원시 마산합포구 진동면 진동리 432-7 (진동면 진북산업로 23),055-271-9203,11:00~23:00
진영신도시점,"경상남도 김해시 진영읍 김해대로361번길 3, 104(골든프라자빌딩) , (진영읍 진영리 1605-5)",055-345-7792,11:00~22:30
진접해밀초점,"경기도 남양주시 진접읍 해밀예당3로 95, 104호",031-571-7700,10:00~21:30
진주과기대점,"경상남도 진주시 동진로 29, 2층",055-752-7566,10:00~22:00
진주금산점,경남 진주시 금산면 장사리 979-9 ,055-762-9003,10:00 ~ 22:00
진주정촌점,경남 진주시 정촌면 예하리 1290-1 1층 101호,055-752-1049,10:00~22:00
진주초장점,"경상남도 진주시 초장로14번길 24 (초전동) , (초전동 1641-4번지)",055-761-6717,11:00~21:00
진주평거점,경상남도 진주시 진양호로 84,055-748-7075,10:00~22:00
진주하대점,경상남도 진주시 도동로 213,055-754-0777,11:00~21:30
진천읍내점,충청북도 진천군 진천읍 상산로 84-6 1층,043-533-7771,11:00~21:30
진해신항점,"경남 창원시 진해구 신항동로 121 (용원동, 오렌지타운) 1층 111호",055-544-0072,10:00~22:00
진해용원점,경상남도 창원시 진해구 용원서로39번길 16,055-544-3236,11:00~22:30
진해자은점,"경상남도 창원시 진해구 자은동  135-1, 자은빌딩 204호",055-551-0052,10:00~21:40
진해장천점,경상남도 창원시 진해구 충장로 662 105호,055-542-9300,10:30~21:30
진해중앙점,경상남도 창원시 진해구 화천동 47-5,055-552-6002,10:00~23:00
창녕남지점,경상남도 창녕군 남지읍 남지리 995-3,055-521-3369,09:00~22:00
창녕영산점,경상남도 창녕군 영산면  동리 219-1,055-521-2525,10:00~21:00
창녕점,경상남도 창녕군 창녕읍 종로 50,055-533-5336,09:00~22:00
창동역점,서울특별시 도봉구 노해로 63길 67,02-900-7925,10:30~23:00
창원NC파크점,경상남도 창원시 마산회원구 삼호로 63,,경기시작 2시간전~경기종료
창원가음점,"경상남도 창원시 성산구 원이대로883번길 15-24, 201호",055-262-0019,10:00~22:00
창원감계점,"경상남도 창원시 의창구 북면 감계로 110번길 54-31,2층",055-299-1649,10:30~22:30
창원대산점,경상남도 창원시 의창구 대산면 제동리 273-58,055-291-9100,11:00~21:30
창원봉림점,경상남도 창원시 의창구 봉림동 713-1 애플타운 201호,055-288-4205,11:00~22:00
창원상남점,경상남도 창원시 성산구 마디미로 16번길 3 2층,055-262-2269,10:20~23:00
창원소답점,"경상남도 창원시 의창구 읍성로 57, 1층",055-253-3525,10:30 ~ 23:00
창원시티세븐점,"경상남도 창원시 의창구 원이대로 332, 1층(대원동, 더시티세븐호텔)",055-600-0996,10:30~21:50
창원신월점,경상남도 창원시 의창구 신사로 41,055-264-0046,10:30~23:00
창원신촌점,"경상남도 창원시 성산구 신촌동  22-1 상가아파트,가-8",055-286-2576,11:00~22:00
창원안민점,경상남도 창원시 성산구 안민안길 46,055-274-1578,11:00~22:00
창원용호점,"경상남도 창원시 의창구 용호동  73-46번지 102호 (원이대로589번길 6-2, 1층 102호(용호동",055-289-7755,10:00~22:00
창원유니시티점,경상남도 창원시 의창구 중동  790 상가2동 128,055-251-1122,10:00~22:00
창원중앙점,"경상남도 창원시 성산구 중앙대로 89, 1층",055-289-8934,10:00~21:00
창원합성점,"경상남도 창원시 마산회원구 양덕북4길 11, 2층",055-293-8259,10:50~22:30
처인구청점,경기도 용인시 처인구 김량장동   301-3 1층,031-321-0017,10:30~23:00
천마산점,경기 남양주시 화도읍 먹갓로 6 (묵현리) 2층 화도워시존 1동,031-511-1633,10:40~21:40
천상점,울산광역시 울주군 범서읍 천상중앙길 104,052-244-2977,11:00~22:30
천안공주대점,충청남도 천안시 서북구 천안대로 1220(신당동),041-554-3392,10:00~22:00
천안남서울대점,"충청남도 천안시 서북구 성환읍 성진로 65, 201호(대학빌딩 2층)",041-582-1992,10:00~21:00
천안단국대점,충청남도 천안시 동남구 신부동 252-1번지 2층,041-578-9288,10:00~21:00
천안두정역점,충청남도 천안시 서북구 두정동  1469,041-556-9288,10:00~21:00
천안두정점,충청남도 천안시 서북구 두정로 173,041-567-9588,11:00~22:30
천안목천점,충청남도 천안시 동남구 목천읍 신계리 166-54,041-555-9242,10:00~22:00
천안백석대점,충청남도 천안시 동남구 문암로 74-4 성지빌딩,041-568-9288,10:00~22:00
천안백석동점,충청남도 천안시 서북구 한들3로 101호,041-566-9288,10:30~22:00
천안법원점,충청남도 천안시 동남구 청수5로 3,041-555-9388,10:00~22:00
천안불당점,충청남도 천안시 서북구 불당동  725번지 미래시티1층,041-553-9288,10:00~23:00
천안불무점,충남 천안시 서북구 불당동 1530 정우프라자 1층 103호,041-565-6688,10:00~23:00
천안성성점,충청남도 천안시 서북구 성성동  179-28,041-523-9928,10:00~22:00
천안성정점,충청남도 천안시 서북구 성정공원3길  4,041-564-9288,12:00~01:00
천안신방점,충청남도 천안시 동남구 수곡로 61 (신방동),041-575-5292,11:00~21:00
천안쌍용1점,"충청남도 천안시 서북구 봉서5길 4,1층",041-576-9985,10:30~22:30
천안쌍용고점,충청남도 천안시 서북구 쌍용동  1894번지 101호1층,041-592-0011,10:30~22:30
